Student_ID,10th_Score,12th_Score,UG_Score,Skills,Interests,Recommended_Career
S0727,91.76,84.76,90.73,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
S0728,90.43,90.37,83.8,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
S0729,95.32,90.9,85.84,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
S0730,82.18,86.38,79.17,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
S0731,80.0,76.66,84.61,"Java,Spring Boot,Reactive Programming","Development,Backend",Deep Learning Engineer
S0732,97.6,84.15,85.19,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
S0733,79.81,76.22,73.24,"HTML,CSS,JavaScript,Progressive Web Apps","Design,Development",Deep Learning Engineer
S0734,76.83,81.5,80.12,"HTML,CSS,JavaScript,Progressive Web Apps","Design,Development",Deep Learning Engineer
S0735,87.26,82.58,80.88,"Java,Spring Boot,Reactive Programming","Development,Backend",Deep Learning Engineer
S0736,80.89,76.27,77.8,"Java,Spring Boot,Reactive Programming","Development,Backend",Deep Learning Engineer
S0737,90.2,86.62,83.69,"Python,ML,Cloud Computing,Vertex AI","Development,ML",Deep Learning Engineer
S0738,79.92,81.67,81.51,"Java,Spring Boot,Reactive Programming","Development,Backend",Deep Learning Engineer
S0739,87.11,83.01,85.16,"Java,Spring Boot,Reactive Programming","Development,Backend",Deep Learning Engineer
S0740,93.95,92.88,90.55,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
S0741,87.99,90.33,89.96,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
S0742,86.29,83.64,83.29,"Python,ML,Cloud Computing,Vertex AI","Development,ML",Deep Learning Engineer
S0743,85.12,85.47,84.97,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
S0744,94.81,87.08,88.4,"Python,ML,Deep Learning,PyTorch","Research,Innovation",Deep Learning Engineer
S0745,85.67,81.88,85.7,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
S0746,90.48,92.47,76.17,"Python,ML,Cloud Computing,MLOps","Development,ML",Deep Learning Engineer
S0747,91.66,90.0,88.54,"Python,ML,Deep Learning,PyTorch","Research,Innovation",Deep Learning Engineer
S0748,91.07,95.24,91.7,"Python,ML,Deep Learning,PyTorch","Research,Innovation",Deep Learning Engineer
S0749,97.4,81.36,79.21,"Python,ML,Cloud Computing,Vertex AI","Development,ML",Deep Learning Engineer
S0750,82.8,79.25,84.19,"HTML,CSS,JavaScript,Progressive Web Apps","Design,Development",Deep Learning Engineer
S0751,89.14,92.22,83.33,"Python,ML,Deep Learning,Quantum ML","Research,Innovation",Java Developer
S0752,85.97,83.49,91.13,"Python,ML,Deep Learning,Quantum ML","Research,Innovation",Java Developer
S0753,70.83,77.46,78.97,"HTML,CSS,JavaScript,Angular","Design,Development",Java Developer
S0754,83.61,83.81,76.66,"JavaScript,React,Redux,Webpack","Development,Frontend",Java Developer
S0755,76.91,77.93,67.55,"Java,Spring,MySQL,JavaScript","Development,Problem Solving",Java Developer
S0756,85.36,84.93,87.35,"Python,ML,Deep Learning,Quantum ML","Research,Innovation",Java Developer
S0757,84.36,79.63,75.25,"Java,Spring,MySQL,JavaScript","Development,Problem Solving",Java Developer
S0758,73.07,70.44,73.67,"HTML,CSS,JavaScript,Angular","Design,Development",Java Developer
S0759,74.78,79.01,69.95,"HTML,CSS,JavaScript,Angular","Design,Development",Java Developer
S0760,77.52,79.51,72.53,"JavaScript,React,Redux,Webpack","Development,Frontend",Java Developer
S0761,84.53,89.76,84.8,"Python,ML,Deep Learning,Quantum ML","Research,Innovation",Java Developer
S0762,85.98,71.18,69.77,"HTML,CSS,JavaScript,Angular","Design,Development",Java Developer
S0763,82.87,71.54,66.64,"HTML,CSS,JavaScript,Angular","Design,Development",Java Developer
S0764,89.79,79.21,81.6,"JavaScript,React,Redux,Webpack","Development,Frontend",Java Developer
S0765,77.63,69.74,70.55,"HTML,CSS,JavaScript,Angular","Design,Development",Java Developer
S0766,74.8,72.3,76.44,"HTML,CSS,JavaScript,Angular","Design,Development",Java Developer
S0767,80.68,76.04,66.02,"Java,Spring,MySQL,JavaScript","Development,Problem Solving",Java Developer
S0768,88.94,87.82,84.93,"Python,ML,Deep Learning,Quantum ML","Research,Innovation",Java Developer
S0769,82.41,79.32,70.23,"Java,Spring,MySQL,JavaScript","Development,Problem Solving",Java Developer
S0770,90.43,90.52,85.69,"Python,ML,Deep Learning,Quantum ML","Research,Innovation",Java Developer
S0771,85.68,87.05,84.27,"Python,ML,Deep Learning,Quantum ML","Research,Innovation",Java Developer
S0772,90.81,88.01,84.67,"Python,ML,Deep Learning,Federated Learning","Research,Innovation",Java Developer
S0773,81.34,82.27,66.51,"Java,Spring,MySQL,JavaScript","Development,Problem Solving",Java Developer
S0774,78.55,83.11,69.2,"HTML,CSS,JavaScript,Angular","Design,Development",Java Developer
S0775,78.59,79.94,65.82,"HTML,CSS,JavaScript,Angular","Design,Development",Java Developer
S0776,84.21,78.49,74.23,"Java,Spring,MySQL,JavaScript","Development,Problem Solving",Java Developer
S0777,82.05,72.81,77.09,"Java,Spring,MySQL,JavaScript","Development,Problem Solving",Java Developer
S0778,93.85,88.75,77.64,"Python,ML,Deep Learning,Federated Learning","Research,Innovation",Java Developer
S0779,83.74,92.98,93.3,"Python,ML,Deep Learning,Quantum ML","Research,Innovation",Java Developer
S0780,83.36,81.83,83.76,"JavaScript,React,Redux,Webpack","Development,Frontend",Java Developer
S0781,78.03,81.93,77.07,"Java,Spring,MySQL,JavaScript","Development,Problem Solving",Java Developer
S0782,89.11,94.3,85.43,"Python,ML,Deep Learning,Quantum ML","Research,Innovation",Java Developer
S0783,76.55,73.14,64.08,"HTML,CSS,JavaScript,Angular","Design,Development",Java Developer
S0784,74.9,80.56,67.25,"HTML,CSS,JavaScript,Angular","Design,Development",Java Developer
S0785,83.55,75.91,68.28,"HTML,CSS,JavaScript,Angular","Design,Development",Java Developer
S0786,79.29,84.3,76.95,"JavaScript,React,Redux,Webpack","Development,Frontend",Java Developer
S0787,92.68,85.55,89.67,"Python,ML,Deep Learning,Quantum ML","Research,Innovation",Java Developer
S0788,79.02,77.71,74.94,"HTML,CSS,JavaScript,Angular","Design,Development",Java Developer
S0789,86.82,93.73,86.85,"Python,ML,Deep Learning,Quantum ML","Research,Innovation",Java Developer
S0790,85.23,91.71,89.97,"Python,ML,Deep Learning,Quantum ML","Research,Innovation",Java Developer
S0791,88.89,91.73,84.39,"Python,ML,Deep Learning,Federated Learning","Research,Innovation",Java Developer
S0792,84.42,95.68,90.03,"Python,ML,Deep Learning,Quantum ML","Research,Innovation",Java Developer
S0793,82.3,72.35,78.26,"Java,Spring,MySQL,JavaScript","Development,Problem Solving",Java Developer
S0794,83.38,85.27,77.56,"Python,ML,Deep Learning,Federated Learning","Research,Innovation",Java Developer
S0795,82.99,81.48,82.6,"Python,ML,Deep Learning,Federated Learning","Research,Innovation",Java Developer
S0796,88.29,85.19,84.0,"Python,ML,Deep Learning,Federated Learning","Research,Innovation",Java Developer
S0797,86.9,89.57,79.32,"Python,ML,Deep Learning,Federated Learning","Research,Innovation",Java Developer
S0798,93.91,90.73,82.41,"Python,ML,Deep Learning,Quantum ML","Research,Innovation",Java Developer
S0799,86.63,84.64,80.54,"Python,ML,Deep Learning,Federated Learning","Research,Innovation",Java Developer
S0800,83.62,80.84,76.87,"Java,Spring,MySQL,JavaScript","Development,Problem Solving",Java Developer
S0801,87.73,75.3,78.91,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Data Visualization Specialist
S0802,81.86,82.77,75.2,"Python,SQL,Apache Druid,ClickHouse","Development,Analytics",Data Visualization Specialist
S0803,77.25,85.24,71.88,"Python,SQL,Apache Druid,ClickHouse","Development,Analytics",Data Visualization Specialist
S0804,89.12,89.54,82.09,"Python,SQL,Statistics,Tableau","Analysis,Visualization",Data Visualization Specialist
S0805,86.58,74.7,74.64,"Python,SQL,Apache Kafka,Streaming","Development,Real-time",Data Visualization Specialist
S0806,91.07,84.51,84.39,"Python,SQL,Apache Druid,ClickHouse","Development,Analytics",Data Visualization Specialist
S0807,86.19,81.03,81.31,"Python,SQL,Apache Druid,ClickHouse","Development,Analytics",Data Visualization Specialist
S0808,79.07,75.27,78.38,"Java,Spring,Microservices,Cloud Native","Development,Cloud",Data Visualization Specialist
S0809,79.15,77.9,74.82,"Java,Spring,Microservices,Cloud Native","Development,Cloud",Data Visualization Specialist
S0810,86.65,88.0,73.97,"Python,SQL,Apache Druid,ClickHouse","Development,Analytics",Data Visualization Specialist
S0811,83.03,76.58,77.49,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Data Visualization Specialist
S0812,87.92,86.59,83.12,"Python,SQL,Statistics,Tableau","Analysis,Visualization",Data Visualization Specialist
S0813,76.42,81.79,78.11,"Java,Spring,Microservices,Cloud Native","Development,Cloud",Data Visualization Specialist
S0814,85.05,84.06,71.85,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Data Visualization Specialist
S0815,87.88,84.01,78.96,"Python,SQL,Apache Druid,ClickHouse","Development,Analytics",Data Visualization Specialist
S0816,81.61,84.82,72.55,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Data Visualization Specialist
S0817,80.52,88.54,77.46,"Python,SQL,Apache Druid,ClickHouse","Development,Analytics",Data Visualization Specialist
S0818,88.49,78.76,77.57,"Python,SQL,Apache Kafka,Streaming","Development,Real-time",Data Visualization Specialist
S0819,90.05,83.26,75.18,"Python,SQL,Apache Kafka,Streaming","Development,Real-time",Data Visualization Specialist
S0820,86.66,87.45,84.56,"Python,SQL,Apache Kafka,Streaming","Development,Real-time",Data Visualization Specialist
S0821,90.61,83.85,81.55,"Python,SQL,Apache Kafka,Streaming","Development,Real-time",Data Visualization Specialist
S0822,79.65,89.98,79.39,"Python,SQL,Apache Druid,ClickHouse","Development,Analytics",Data Visualization Specialist
S0823,85.82,85.98,84.64,"Python,SQL,Apache Kafka,Streaming","Development,Real-time",Data Visualization Specialist
S0824,88.48,80.93,80.89,"Python,SQL,Statistics,Tableau","Analysis,Visualization",Data Visualization Specialist
S0825,84.09,89.5,76.64,"Python,SQL,Apache Druid,ClickHouse","Development,Analytics",Data Visualization Specialist
S0826,82.45,88.71,88.6,"Python,SQL,Apache Druid,ClickHouse","Development,Analytics",Data Visualization Specialist
S0827,82.38,82.09,70.85,"Java,Spring,Microservices,Cloud Native","Development,Cloud",Data Visualization Specialist
S0828,86.23,82.54,82.3,"Java,Spring,Microservices,Cloud Native","Development,Cloud",Data Visualization Specialist
S0829,81.03,84.31,75.23,"Python,SQL,Apache Druid,ClickHouse","Development,Analytics",Data Visualization Specialist
S0830,78.33,82.99,76.6,"Java,Spring,Microservices,Cloud Native","Development,Cloud",Data Visualization Specialist
S0831,88.09,81.23,85.8,"Python,SQL,Apache Kafka,Streaming","Development,Real-time",Data Visualization Specialist
S0832,93.64,85.38,78.04,"Python,SQL,Statistics,Tableau","Analysis,Visualization",Data Visualization Specialist
S0833,85.24,80.3,80.05,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Data Visualization Specialist
S0834,90.52,84.38,84.83,"Python,SQL,Apache Kafka,Streaming","Development,Real-time",Data Visualization Specialist
S0835,89.42,90.62,83.91,"Python,SQL,Statistics,Tableau","Analysis,Visualization",Data Visualization Specialist
S0836,85.85,79.33,81.93,"Java,Spring,Microservices,Cloud Native","Development,Cloud",Data Visualization Specialist
S0837,85.27,77.34,74.7,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Data Visualization Specialist
S0838,86.84,83.51,75.32,"Python,Flask,SQLAlchemy,AsyncIO","Development,Backend",Data Visualization Specialist
S0839,89.34,83.99,85.6,"Python,SQL,Statistics,Tableau","Analysis,Visualization",Data Visualization Specialist
S0840,87.68,85.1,74.95,"Python,SQL,Apache Druid,ClickHouse","Development,Analytics",Data Visualization Specialist
S0841,85.72,88.21,73.52,"Python,SQL,Apache Druid,ClickHouse","Development,Analytics",Data Visualization Specialist
S0842,86.11,82.02,83.05,"Python,SQL,Statistics,Tableau","Analysis,Visualization",Data Visualization Specialist
S0843,90.73,82.71,80.54,"Python,SQL,Statistics,Tableau","Analysis,Visualization",Data Visualization Specialist
S0844,85.88,82.14,87.55,"Python,SQL,Statistics,Tableau","Analysis,Visualization",Data Visualization Specialist
S0845,87.38,82.53,84.75,"Python,SQL,Apache Kafka,Streaming","Development,Real-time",Data Visualization Specialist
S0846,75.13,74.86,79.95,"Java,Spring,Microservices,Cloud Native","Development,Cloud",Data Visualization Specialist
S0847,85.96,81.97,77.62,"Python,SQL,Apache Kafka,Streaming","Development,Real-time",Data Visualization Specialist
S0848,84.09,85.3,78.52,"Python,SQL,Apache Kafka,Streaming","Development,Real-time",Data Visualization Specialist
S0849,93.43,87.22,88.63,"Python,SQL,Statistics,Tableau","Analysis,Visualization",Data Visualization Specialist
S0850,92.81,77.16,81.32,"Python,SQL,Apache Kafka,Streaming","Development,Real-time",Data Visualization Specialist
S0851,84.27,89.69,80.7,"Python,Flask,Django,PostgreSQL","Development,Backend",Python Developer
S0852,89.25,80.24,75.86,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0853,87.79,83.85,81.83,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0854,84.95,77.95,75.57,"Python,Flask,Django,PostgreSQL","Development,Backend",Python Developer
S0855,88.88,83.91,77.02,"Python,SQL,Apache Kafka,Schema Registry","Development,Data",Python Developer
S0856,83.23,85.34,81.0,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0857,97.14,82.17,82.0,"Python,ML,Deep Learning,Reinforcement Learning","Research,Innovation",Python Developer
S0858,86.85,95.35,83.46,"Python,ML,Deep Learning,Reinforcement Learning","Research,Innovation",Python Developer
S0859,93.83,85.6,87.22,"Python,ML,Deep Learning,LLMs","Research,Innovation",Python Developer
S0860,86.77,85.48,82.36,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0861,94.04,85.53,79.54,"Python,ML,Deep Learning,Reinforcement Learning","Research,Innovation",Python Developer
S0862,98.93,78.19,86.6,"Python,ML,Deep Learning,Reinforcement Learning","Research,Innovation",Python Developer
S0863,89.93,81.53,83.34,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0864,85.08,93.26,88.44,"Python,ML,Deep Learning,Reinforcement Learning","Research,Innovation",Python Developer
S0865,87.54,91.52,86.22,"Python,ML,Deep Learning,LLMs","Research,Innovation",Python Developer
S0866,92.27,86.78,84.27,"Python,ML,Deep Learning,Reinforcement Learning","Research,Innovation",Python Developer
S0867,86.98,79.9,80.48,"Python,Flask,Django,PostgreSQL","Development,Backend",Python Developer
S0868,84.0,86.0,84.87,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0869,79.1,80.88,76.87,"Python,SQL,Apache Kafka,Schema Registry","Development,Data",Python Developer
S0870,93.7,89.04,81.14,"Python,ML,Deep Learning,LLMs","Research,Innovation",Python Developer
S0871,93.26,85.28,81.5,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0872,85.95,74.58,78.15,"Python,SQL,Apache Kafka,Schema Registry","Development,Data",Python Developer
S0873,79.62,79.15,83.1,"Python,SQL,Apache Kafka,Schema Registry","Development,Data",Python Developer
S0874,84.6,84.05,77.1,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0875,95.42,91.03,83.54,"Python,ML,Deep Learning,Reinforcement Learning","Research,Innovation",Python Developer
S0876,83.13,82.48,82.86,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0877,92.01,85.85,78.47,"Python,ML,Deep Learning,LLMs","Research,Innovation",Python Developer
S0878,84.05,85.74,86.75,"Python,SQL,Apache Kafka,Schema Registry","Development,Data",Python Developer
S0879,90.43,79.43,78.57,"Python,ML,Deep Learning,Reinforcement Learning","Research,Innovation",Python Developer
S0880,98.51,84.17,89.58,"Python,ML,Deep Learning,LLMs","Research,Innovation",Python Developer
S0881,90.93,85.03,73.77,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0882,97.49,84.33,88.04,"Python,ML,Deep Learning,LLMs","Research,Innovation",Python Developer
S0883,92.79,84.88,82.33,"Python,Flask,Django,PostgreSQL","Development,Backend",Python Developer
S0884,78.92,84.22,85.97,"Python,Flask,Django,PostgreSQL","Development,Backend",Python Developer
S0885,81.48,77.38,86.09,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0886,80.79,80.01,83.74,"Python,Flask,Django,PostgreSQL","Development,Backend",Python Developer
S0887,89.11,79.59,77.78,"Python,ML,Deep Learning,LLMs","Research,Innovation",Python Developer
S0888,87.36,89.99,80.92,"Python,SQL,Apache Kafka,Schema Registry","Development,Data",Python Developer
S0889,93.13,86.91,85.32,"Python,ML,Deep Learning,Reinforcement Learning","Research,Innovation",Python Developer
S0890,77.75,86.16,85.06,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0891,89.09,83.99,84.66,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0892,94.88,93.38,83.03,"Python,ML,Deep Learning,Reinforcement Learning","Research,Innovation",Python Developer
S0893,78.95,76.26,77.67,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0894,78.32,89.77,78.13,"Python,Flask,Django,PostgreSQL","Development,Backend",Python Developer
S0895,89.09,85.34,81.33,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0896,87.54,77.27,74.59,"Python,SQL,Apache Kafka,Schema Registry","Development,Data",Python Developer
S0897,93.36,91.88,79.78,"Python,ML,Deep Learning,Reinforcement Learning","Research,Innovation",Python Developer
S0898,89.15,83.71,84.45,"Python,SQL,Apache Superset,Real-time Dashboards","Development,Visualization",Python Developer
S0899,87.82,84.32,82.33,"Python,Flask,Django,PostgreSQL","Development,Backend",Python Developer
S0900,77.71,80.68,83.88,"Python,Flask,Django,PostgreSQL","Development,Backend",Python Developer
S0901,81.08,75.35,65.31,"Java,Spring Boot,GraphQL,PostgreSQL","Development,API",Cloud ML Engineer
S0902,87.64,90.11,88.0,"Python,ML,Cloud Computing,MLOps","Development,ML",Cloud ML Engineer
S0903,90.82,91.8,84.45,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0904,86.17,74.86,72.23,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0905,73.41,70.2,65.38,"Java,Spring Boot,GraphQL,PostgreSQL","Development,API",Cloud ML Engineer
S0906,83.69,73.52,80.3,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0907,84.28,90.44,82.96,"Python,ML,Cloud Computing,MLOps","Development,ML",Cloud ML Engineer
S0908,96.97,86.68,81.68,"Python,ML,Cloud Computing,MLOps","Development,ML",Cloud ML Engineer
S0909,79.19,77.78,75.37,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0910,94.45,89.62,84.33,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0911,85.63,76.16,74.45,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0912,87.36,83.7,88.73,"Python,ML,Cloud Computing,MLOps","Development,ML",Cloud ML Engineer
S0913,79.29,84.29,76.72,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0914,78.42,80.9,69.96,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0915,78.89,79.13,64.3,"Java,Spring Boot,GraphQL,PostgreSQL","Development,API",Cloud ML Engineer
S0916,76.35,73.25,73.77,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0917,96.15,91.91,80.02,"Python,ML,Cloud Computing,MLOps","Development,ML",Cloud ML Engineer
S0918,80.27,74.49,72.06,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0919,84.33,80.35,72.83,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0920,79.99,83.58,78.38,"Java,Spring Boot,GraphQL,PostgreSQL","Development,API",Cloud ML Engineer
S0921,87.85,86.82,89.7,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0922,80.24,81.19,76.23,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0923,94.43,90.31,87.11,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0924,90.38,96.57,80.33,"Python,ML,Cloud Computing,MLOps","Development,ML",Cloud ML Engineer
S0925,78.2,74.03,75.13,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0926,83.91,85.28,77.67,"Python,ML,Cloud Computing,MLOps","Development,ML",Cloud ML Engineer
S0927,93.65,94.0,87.12,"Python,ML,Cloud Computing,MLOps","Development,ML",Cloud ML Engineer
S0928,90.8,85.41,80.97,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0929,76.47,71.5,66.51,"Java,Spring Boot,GraphQL,PostgreSQL","Development,API",Cloud ML Engineer
S0930,92.68,91.27,87.56,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0931,86.08,83.47,84.3,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0932,80.45,77.84,73.83,"Java,Spring Boot,GraphQL,PostgreSQL","Development,API",Cloud ML Engineer
S0933,87.35,91.31,83.71,"Python,ML,Cloud Computing,MLOps","Development,ML",Cloud ML Engineer
S0934,76.45,75.1,73.3,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0935,75.85,84.71,75.55,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0936,90.64,92.22,89.08,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0937,78.58,76.91,81.8,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0938,87.09,77.56,79.05,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0939,92.26,94.67,88.32,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0940,86.41,78.93,79.61,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0941,91.86,92.34,86.55,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0942,91.33,84.22,80.92,"Python,ML,Cloud Computing,MLOps","Development,ML",Cloud ML Engineer
S0943,80.35,80.8,73.64,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0944,78.3,79.3,68.01,"Java,Spring Boot,GraphQL,PostgreSQL","Development,API",Cloud ML Engineer
S0945,96.6,86.53,89.4,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0946,76.16,76.68,73.68,"Java,Spring,Microservices,Kubernetes","Development,Cloud",Cloud ML Engineer
S0947,90.51,90.75,87.41,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0948,89.72,87.44,90.25,"Python,ML,Cloud Computing,MLOps","Development,ML",Cloud ML Engineer
S0949,94.17,87.78,84.35,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0950,93.11,87.28,79.1,"Python,ML,Cloud Computing,Azure","Development,Cloud",Cloud ML Engineer
S0951,88.16,83.94,79.7,"HTML,CSS,JavaScript,React,Figma","Design,User Experience,Visual Design,Frontend",UI/UX Developer
S0952,80.0,76.0,65.24,"React,CSS,JavaScript,Figma,Design Systems","UI/UX,Design,Development,User Research",UI/UX Developer
S0953,76.68,69.36,74.39,"Vue.js,CSS,JavaScript,Adobe XD,Animation","UX,UI,Design Thinking,User Research",UI/UX Developer
S0954,84.84,83.27,85.24,"HTML,CSS,JavaScript,Responsive Design,Figma","UI/UX,Design,Development,User Research",UI/UX Developer
S0955,89.07,81.27,81.43,"HTML,CSS,JavaScript,React,Figma","Design,User Experience,Prototyping,Innovation",UI/UX Developer
S0956,81.31,74.51,74.56,"HTML,CSS,JavaScript,React,Figma","Design,User Experience,Frontend,Creativity",UI/UX Developer
S0957,82.15,85.89,76.33,"HTML,CSS,SASS,JavaScript,Figma,Accessibility","Design,User Experience,Frontend,Creativity",UI/UX Developer
S0958,77.23,73.49,76.9,"Vue.js,CSS,JavaScript,Adobe XD,Animation","UI Design,UX,Development,Accessibility",UI/UX Developer
S0959,93.65,83.2,75.55,"HTML,CSS,JavaScript,Vue.js,Adobe XD","Design,User Experience,Visual Design,Frontend",UI/UX Developer
S0960,94.08,80.64,80.49,"HTML,CSS,JavaScript,Responsive Design,Figma","UI/UX,Design,Development,User Research",UI/UX Developer
S0961,94.17,83.84,87.12,"React,Styled Components,Figma,TypeScript","Design,User Experience,Visual Design,Frontend",UI/UX Developer
S0962,80.5,80.32,72.89,"React,CSS,JavaScript,Figma,Design Systems","UI Design,UX,Development,Accessibility",UI/UX Developer
S0963,93.7,85.52,85.42,"HTML,CSS,SASS,JavaScript,Figma,Accessibility","Design,User Experience,Frontend,Creativity",UI/UX Developer
S0964,95.43,87.5,88.06,"HTML,CSS,JavaScript,React,Figma","UX,UI,Design Thinking,User Research",UI/UX Developer
S0965,75.59,72.63,68.73,"Vue.js,CSS,JavaScript,Adobe XD,Animation","Design,User Experience,Frontend,Creativity",UI/UX Developer
S0966,72.12,83.67,69.94,"Vue.js,CSS,JavaScript,Adobe XD,Animation","UX,UI,Design Thinking,User Research",UI/UX Developer
S0967,89.56,81.24,79.25,"HTML,CSS,JavaScript,React,Figma","Design,User Experience,Visual Design,Frontend",UI/UX Developer
S0968,91.95,75.56,83.49,"React,Styled Components,Figma,TypeScript","UI/UX,Design,Development,User Research",UI/UX Developer
S0969,88.18,84.93,79.8,"React,Styled Components,Figma,TypeScript","Design,User Experience,Prototyping,Innovation",UI/UX Developer
S0970,79.4,75.48,73.85,"React,CSS,JavaScript,Figma,Design Systems","UI Design,UX,Development,Accessibility",UI/UX Developer
S0971,93.21,87.49,80.66,"HTML,CSS,SASS,JavaScript,Figma,Accessibility","Design,User Experience,Frontend,Creativity",UI/UX Developer
S0972,85.13,73.21,65.88,"HTML,CSS,JavaScript,Angular,Sketch","Design,User Experience,Visual Design,Frontend",UI/UX Developer
S0973,85.42,87.42,83.54,"HTML,CSS,JavaScript,React,Figma","UI Design,UX,Development,Accessibility",UI/UX Developer
S0974,82.55,75.89,68.22,"HTML,CSS,JavaScript,Angular,Sketch","Design,User Experience,Frontend,Creativity",UI/UX Developer
S0975,72.91,71.05,81.54,"HTML,CSS,JavaScript,React,Figma","Design,User Experience,Prototyping,Innovation",UI/UX Developer
S0976,78.16,76.43,72.98,"React,Styled Components,Figma,TypeScript","UI/UX,Design,Development,User Research",UI/UX Developer
S0977,77.36,80.35,80.99,"React,Styled Components,Figma,TypeScript","Design,User Experience,Frontend,Creativity",UI/UX Developer
S0978,70.69,83.96,73.22,"React,Styled Components,Figma,TypeScript","UI Design,UX,Development,Accessibility",UI/UX Developer
S0979,76.78,66.17,72.87,"React,Styled Components,Figma,TypeScript","Design,User Experience,Prototyping,Innovation",UI/UX Developer
S0980,90.59,89.9,88.64,"React,CSS,JavaScript,Figma,Design Systems","Design,User Experience,Visual Design,Frontend",UI/UX Developer
